StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q27_Browser,Q27_Version,Q27_Operating System,Q27_Resolution,Q1,Q1_DO,Q9,Q9_DO,Q2,Q2_DO,Q10,Q10_DO,Q11,Q11_DO,Q12,Q12_DO,Q13,Q13_DO,Q14,Q14_DO,Q15,Q15_DO,Q16,Q16_DO,SurveyWave,Version,FL_3_DO,DefaultQuestionBlock_DO
2025-06-01 20:58:12,2025-06-01 21:00:06,IP Address,50.1.239.21,100,113,True,2025-06-01 21:00:06,R_1hCoi0Cvf6kNC37,,,,,33.9214,-118.413,anonymous,EN,Chrome,136.0.0.0,Macintosh,1920x1243,"    Client","    Client|    Provider|    Contact Center|    Pharmacy","    SIE Member Web","    TruCare|PCS|    SIE Member Web|    ImageOne","    Mixed status","    Mostly Degraded|    Mixed status|    Offline|    All Healthy","    Help Desk / Support","    Help Desk / Support|    Finance|    Marketing|    HR","    PCS Web Alert","    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC)","    Fluctuating warnings","    Increasing degradation|    Fully recovered|    Stable with no warnings|    Fluctuating warnings",TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,"    Troubleshooting line assignments","    Active Managed Incidents|    System grid color|    Troubleshooting line assignments|    Access to Care Alerts","    Firewall Degradation","    Firewall Degradation|    Eligibility Failure|    MHK Outage|    PCS Web Failure",TruCare Authorization issue,"    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions",2,ImprovedBoth,FL_26,Q14|Q10|Q15|Q9|Q2|Q27|Q12|Q1|Q11|Q16|Q13
2025-06-01 23:15:16,2025-06-01 23:16:41,IP Address,104.224.30.227,100,85,True,2025-06-01 23:16:42,R_5SAntvPf7AWYbtP,,,,,34.0609,-118.2414,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,"    Pharmacy","    Pharmacy|    Provider|    Client|    Contact Center","    TruCare","    SIE Member Web|    TruCare|    ImageOne|PCS","    All Healthy","    All Healthy|    Mostly Degraded|    Mixed status|    Offline","    HR","    HR|    Marketing|    Finance|    Help Desk / Support","    PCS Web Alert","    PCS Web Alert|    MHK Slowness (USG)|    Eligibility Socket Error|    Firewall issue (USC)","    Fluctuating warnings","    Fully recovered|    Fluctuating warnings|    Increasing degradation|    Stable with no warnings","    Eligibility Firewall Timeout",TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage,"    Access to Care Alerts","    Troubleshooting line assignments|    Access to Care Alerts|    System grid color|    Active Managed Incidents","    Eligibility Failure","    PCS Web Failure|    MHK Outage|    Eligibility Failure|    Firewall Degradation","    Firewall reboot","    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error",2,ImprovedChartjunk,FL_25,Q10|Q14|Q1|Q2|Q11|Q13|Q27|Q12|Q15|Q16|Q9
2025-06-01 23:32:28,2025-06-01 23:35:34,IP Address,72.68.192.117,100,186,True,2025-06-01 23:35:35,R_17p25prUKhpJEyK,,,,,40.5828,-73.9532,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1440x900,"    Provider","    Pharmacy|    Provider|    Client|    Contact Center",PCS,"    SIE Member Web|    TruCare|PCS|    ImageOne","    All Healthy","    Mostly Degraded|    Mixed status|    All Healthy|    Offline","    Marketing","    HR|    Marketing|    Help Desk / Support|    Finance","    PCS Web Alert","    PCS Web Alert|    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error","    Fully recovered","    Fully recovered|    Stable with no warnings|    Increasing degradation|    Fluctuating warnings","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag","    Active Managed Incidents","    Active Managed Incidents|    Troubleshooting line assignments|    System grid color|    Access to Care Alerts","    Eligibility Failure","    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage","    PCS Synthetic HTML error","    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error",2,StatusQuo,FL_21,Q10|Q2|Q27|Q14|Q12|Q11|Q1|Q13|Q16|Q15|Q9
2025-06-02 00:04:55,2025-06-02 00:08:25,IP Address,144.229.21.77,100,209,True,2025-06-02 00:08:25,R_6OW73jkMjRqCXoB,,,,,39.7503,-75.5453,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1440x900,"    Pharmacy","    Provider|    Client|    Pharmacy|    Contact Center","    TruCare","    SIE Member Web|PCS|    TruCare|    ImageOne","    Mixed status","    Mixed status|    Mostly Degraded|    Offline|    All Healthy","    Help Desk / Support","    Finance|    HR|    Help Desk / Support|    Marketing","    Firewall issue (USC)","    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)|    Firewall issue (USC)","    Fluctuating warnings","    Increasing degradation|    Fully recovered|    Fluctuating warnings|    Stable with no warnings","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag","    Access to Care Alerts","    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments","    PCS Web Failure","    MHK Outage|    Eligibility Failure|    PCS Web Failure|    Firewall Degradation","    Firewall reboot","    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions",2,ImprovedChartjunk,FL_25,Q2|Q13|Q16|Q9|Q27|Q1|Q15|Q14|Q10|Q12|Q11
2025-06-02 00:43:43,2025-06-02 00:45:34,IP Address,71.66.111.239,100,110,True,2025-06-02 00:45:34,R_7NPVYej780rS5RN,,,,,39.4057,-87.4026,anonymous,EN,Firefox,139.0,Windows NT 10.0,1280x720,"    Client","    Contact Center|    Provider|    Pharmacy|    Client","    SIE Member Web","    SIE Member Web|PCS|    TruCare|    ImageOne","    Mixed status","    Offline|    All Healthy|    Mixed status|    Mostly Degraded","    Help Desk / Support","    Marketing|    HR|    Finance|    Help Desk / Support","    Firewall issue (USC)","    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)","    Fluctuating warnings","    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation","    Eligibility Firewall Timeout",TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,"    System grid color","    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents|    System grid color","    Firewall Degradation","    MHK Outage|    Firewall Degradation|    PCS Web Failure|    Eligibility Failure","    Firewall reboot","    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions",2,ImprovedBoth,FL_26,Q10|Q9|Q15|Q27|Q16|Q12|Q1|Q14|Q11|Q2|Q13
2025-06-02 01:18:41,2025-06-02 01:21:00,IP Address,47.227.208.214,100,139,True,2025-06-02 01:21:00,R_5iO2Gq8tYTMGs7v,,,,,39.9714,-86.1295,anonymous,EN,Firefox,139.0,Windows NT 10.0,1920x1080,"    Provider","    Provider|    Contact Center|    Pharmacy|    Client","    TruCare","    TruCare|PCS|    ImageOne|    SIE Member Web","    Mixed status","    Offline|    All Healthy|    Mixed status|    Mostly Degraded","    Help Desk / Support","    Help Desk / Support|    Finance|    HR|    Marketing","    Eligibility Socket Error","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Stable with no warnings","    Fluctuating warnings|    Fully recovered|    Increasing degradation|    Stable with no warnings",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,"    System grid color","    Active Managed Incidents|    System grid color|    Access to Care Alerts|    Troubleshooting line assignments","    PCS Web Failure","    Firewall Degradation|    PCS Web Failure|    MHK Outage|    Eligibility Failure","    PCS Synthetic HTML error","    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue",2,StatusQuo,FL_21,Q1|Q10|Q14|Q2|Q27|Q16|Q12|Q13|Q11|Q9|Q15
2025-06-02 02:36:17,2025-06-02 02:37:52,IP Address,144.229.21.4,100,94,True,2025-06-02 02:37:52,R_55MdzZ6TvXlBwca,,,,,39.7503,-75.5453,anonymous,EN,Firefox,139.0,Windows NT 10.0,1366x768,"    Contact Center","    Pharmacy|    Contact Center|    Client|    Provider",PCS,"    SIE Member Web|PCS|    ImageOne|    TruCare","    Mixed status","    Mostly Degraded|    Mixed status|    All Healthy|    Offline","    Finance","    Marketing|    Finance|    Help Desk / Support|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Fully recovered","    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation","    PCS Synthetic Coverage","    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout","    Troubleshooting line assignments","    Access to Care Alerts|    Troubleshooting line assignments|    System grid color|    Active Managed Incidents","    MHK Outage","    PCS Web Failure|    MHK Outage|    Firewall Degradation|    Eligibility Failure",TruCare Authorization issue,"    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error",2,ImprovedHierarchy,FL_22,Q11|Q27|Q12|Q9|Q14|Q16|Q15|Q10|Q2|Q1|Q13
2025-06-02 02:38:52,2025-06-02 02:40:21,IP Address,144.229.21.4,100,89,True,2025-06-02 02:40:22,R_6pFsKHRhK14bPJn,,,,,39.7503,-75.5453,anonymous,EN,Firefox,139.0,Windows NT 10.0,1366x768,"    Client","    Pharmacy|    Client|    Provider|    Contact Center","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Offline","    Mixed status|    Mostly Degraded|    Offline|    All Healthy","    HR","    Finance|    HR|    Marketing|    Help Desk / Support","    PCS Web Alert","    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)|    Firewall issue (USC)","    Fully recovered","    Fully recovered|    Stable with no warnings|    Fluctuating warnings|    Increasing degradation","    PCS Synthetic Coverage","    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue","    Troubleshooting line assignments","    System grid color|    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents","    Firewall Degradation","    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage","    ImageOne socket exceptions","    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error",2,ImprovedBoth,FL_26,Q12|Q16|Q10|Q2|Q9|Q13|Q15|Q27|Q1|Q11|Q14
2025-06-02 03:43:31,2025-06-02 03:46:03,IP Address,194.49.68.107,100,152,True,2025-06-02 03:46:04,R_7g7c4GMZAAudpjs,,,,,34.0609,-118.2414,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1440x900,"    Provider","    Pharmacy|    Contact Center|    Provider|    Client","    SIE Member Web","    SIE Member Web|    TruCare|    ImageOne|PCS","    Offline","    All Healthy|    Mixed status|    Mostly Degraded|    Offline","    Marketing","    Marketing|    Help Desk / Support|    Finance|    HR","    Firewall issue (USC)","    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert|    Firewall issue (USC)","    Fully recovered","    Fully recovered|    Fluctuating warnings|    Increasing degradation|    Stable with no warnings","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage","    Active Managed Incidents","    Active Managed Incidents|    Access to Care Alerts|    System grid color|    Troubleshooting line assignments","    Firewall Degradation","    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure",TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,ImprovedChartjunk,FL_25,Q16|Q11|Q10|Q1|Q15|Q14|Q27|Q13|Q9|Q2|Q12
2025-06-02 04:02:12,2025-06-02 04:09:37,IP Address,76.238.253.31,100,445,True,2025-06-02 04:09:38,R_7dbFl4D4QF1ju5x,,,,,29.998,-90.2133,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,"    Client","    Pharmacy|    Client|    Provider|    Contact Center",PCS,"    ImageOne|PCS|    TruCare|    SIE Member Web","    Mixed status","    Mostly Degraded|    Mixed status|    Offline|    All Healthy","    HR","    Help Desk / Support|    HR|    Marketing|    Finance","    PCS Web Alert","    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)","    Increasing degradation","    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings","    MHK Performance Lag",TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage,"    System grid color","    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments","    Firewall Degradation","    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure","    PCS Synthetic HTML error","    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue",2,ImprovedHierarchy,FL_22,Q15|Q10|Q14|Q9|Q11|Q16|Q27|Q2|Q1|Q13|Q12
2025-06-02 04:34:23,2025-06-02 04:37:48,IP Address,24.21.155.63,100,204,True,2025-06-02 04:37:48,R_1Bg5AnXvUlp5ogz,,,,,45.4804,-122.5891,anonymous,EN,Firefox,140.0,Linux x86_64,1920x1200,"    Provider","    Provider|    Contact Center|    Client|    Pharmacy",PCS,"    TruCare|    SIE Member Web|    ImageOne|PCS","    Mixed status","    Offline|    Mostly Degraded|    Mixed status|    All Healthy","    Help Desk / Support","    Help Desk / Support|    Finance|    HR|    Marketing","    PCS Web Alert","    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert","    Increasing degradation","    Fluctuating warnings|    Stable with no warnings|    Increasing degradation|    Fully recovered","    PCS Synthetic Coverage","    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue","    Active Managed Incidents","    Active Managed Incidents|    Access to Care Alerts|    System grid color|    Troubleshooting line assignments","    PCS Web Failure","    MHK Outage|    PCS Web Failure|    Eligibility Failure|    Firewall Degradation","    PCS Synthetic HTML error","    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue",2,ImprovedChartjunk,FL_25,Q9|Q27|Q10|Q15|Q2|Q12|Q14|Q11|Q13|Q16|Q1
2025-06-02 05:09:31,2025-06-02 05:17:32,IP Address,134.215.159.46,100,480,True,2025-06-02 05:17:33,R_5DkxZ31EadQXVg2,,,,,43.1797,-89.459,anonymous,EN,Edge,136.0.0.0,Windows NT 10.0,1536x864,"    Client","    Client|    Provider|    Pharmacy|    Contact Center","    TruCare","    TruCare|    SIE Member Web|PCS|    ImageOne","    All Healthy","    Offline|    Mixed status|    All Healthy|    Mostly Degraded","    Marketing","    Help Desk / Support|    HR|    Finance|    Marketing","    Firewall issue (USC)","    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error","    Increasing degradation","    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings",TruCare Authorization issue,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,"    System grid color","    System grid color|    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts","    MHK Outage","    MHK Outage|    PCS Web Failure|    Firewall Degradation|    Eligibility Failure",TruCare Authorization issue,"    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions",2,StatusQuo,FL_21,Q14|Q27|Q2|Q10|Q12|Q1|Q16|Q13|Q11|Q9|Q15
2025-06-02 05:25:20,2025-06-02 05:45:02,IP Address,108.93.243.6,100,1182,True,2025-06-02 05:45:03,R_152sQ6hBxddXaOR,,,,,40.1482,-82.9824,anonymous,EN,Firefox,139.0,Windows NT 10.0,1366x768,"    Contact Center","    Pharmacy|    Client|    Contact Center|    Provider","    SIE Member Web",PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    Offline|    Mixed status|    All Healthy|    Mostly Degraded","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)","    Increasing degradation","    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings","    PCS Synthetic Coverage","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag","    Access to Care Alerts","    System grid color|    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments","    Eligibility Failure","    MHK Outage|    Eligibility Failure|    Firewall Degradation|    PCS Web Failure","    ImageOne socket exceptions",TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot|    PCS Synthetic HTML error,2,ImprovedBoth,FL_26,Q14|Q10|Q16|Q11|Q12|Q13|Q1|Q2|Q9|Q27|Q15
